# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 330K of event 'LLC-loads'
# Event count (approx.): 233442599
#
# Overhead  Command      Shared Object       Symbol                                        
# ........  ...........  ..................  ..............................................
#
     0.00%  no_prefetch  [kernel.kallsyms]   [k] free_unref_page_list
     0.00%  no_prefetch  [kernel.kallsyms]   [k] llist_add_batch
     0.00%  no_prefetch  [kernel.kallsyms]   [k] enqueue_task_fair
     0.00%  no_prefetch  libc-2.31.so        [.] __mpn_mod_1
     0.00%  no_prefetch  [kernel.kallsyms]   [k] propagate_protected_usage
     0.00%  no_prefetch  [kernel.kallsyms]   [k] free_pcp_prepare
     0.00%  no_prefetch  [kernel.kallsyms]   [k] should_failslab
     0.00%  no_prefetch  [kernel.kallsyms]   [k] perf_event_init_task
     0.00%  no_prefetch  [kernel.kallsyms]   [k] mem_cgroup_page_lruvec
     0.00%  no_prefetch  [kernel.kallsyms]   [k] page_poisoning_enabled
     0.00%  no_prefetch  [kernel.kallsyms]   [k] mem_cgroup_from_task
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __memcg_kmem_charge
     0.00%  no_prefetch  libpthread-2.31.so  [.] start_thread
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __lru_cache_add
     0.00%  no_prefetch  [kernel.kallsyms]   [k] swake_up_locked.part.0
     0.00%  no_prefetch  [kernel.kallsyms]   [k] rb_first
     0.00%  no_prefetch  [kernel.kallsyms]   [k] invoke_rcu_core
     0.00%  no_prefetch  [kernel.kallsyms]   [k] x86_pmu_extra_regs
     0.00%  no_prefetch  [kernel.kallsyms]   [k] kmem_cache_alloc_node_trace
     0.00%  no_prefetch  [kernel.kallsyms]   [k] list_add_event
     0.00%  no_prefetch  [kernel.kallsyms]   [k] enqueue_hrtimer
     0.00%  no_prefetch  [kernel.kallsyms]   [k] refill_stock
     0.00%  no_prefetch  [kernel.kallsyms]   [k] user_disable_single_step
     0.00%  no_prefetch  [kernel.kallsyms]   [k] memcpy_erms
     0.00%  no_prefetch  [kernel.kallsyms]   [k] apparmor_task_alloc
     0.00%  no_prefetch  [kernel.kallsyms]   [k] setup_object_debug.isra.0
     0.00%  no_prefetch  [kernel.kallsyms]   [k] account_entity_enqueue
     0.00%  no_prefetch  [kernel.kallsyms]   [k] idr_get_free
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __get_vm_area_node
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __intel_pmu_disable_all
     0.00%  no_prefetch  [kernel.kallsyms]   [k] update_vsyscall
     0.00%  no_prefetch  [kernel.kallsyms]   [k] unmapped_area_topdown
     0.00%  no_prefetch  libgcc_s.so.1       [.] _Unwind_GetTextRelBase
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __hrtimer_get_next_event
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __acct_update_integrals
     0.00%  no_prefetch  [kernel.kallsyms]   [k] find_vma
     0.00%  no_prefetch  [kernel.kallsyms]   [k] generic_file_buffered_read
     0.00%  no_prefetch  [kernel.kallsyms]   [k] ret_from_intr
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __memcg_kmem_charge_memcg
     0.00%  no_prefetch  [kernel.kallsyms]   [k] mem_cgroup_update_lru_size
     0.00%  no_prefetch  [kernel.kallsyms]   [k] vmacache_find
     0.00%  no_prefetch  [kernel.kallsyms]   [k] filemap_map_pages
     0.00%  no_prefetch  [kernel.kallsyms]   [k] load_balance
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __kmalloc
     0.00%  no_prefetch  [kernel.kallsyms]   [k] hrtimer_forward
     0.00%  no_prefetch  [kernel.kallsyms]   [k] hrtimer_update_next_event
     0.00%  no_prefetch  libc-2.31.so        [.] handle_intel.constprop.0
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __mod_lruvec_state
     0.00%  no_prefetch  [kernel.kallsyms]   [k] hrtimer_run_queues
     0.00%  no_prefetch  [kernel.kallsyms]   [k] mod_node_page_state
     0.00%  no_prefetch  [kernel.kallsyms]   [k] run_timer_softirq
     0.00%  no_prefetch  [kernel.kallsyms]   [k] vma_merge
     0.00%  no_prefetch  [kernel.kallsyms]   [k] timerqueue_del
     0.00%  no_prefetch  [kernel.kallsyms]   [k] find_next_and_bit
     0.00%  no_prefetch  [kernel.kallsyms]   [k] alloc_vmap_area
     0.00%  no_prefetch  [kernel.kallsyms]   [k] vmacache_update
     0.00%  no_prefetch  [kernel.kallsyms]   [k] rcu_core
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __zone_watermark_ok
     0.00%  no_prefetch  [kernel.kallsyms]   [k] lapic_next_deadline
     0.00%  no_prefetch  [kernel.kallsyms]   [k] rb_insert_color
     0.00%  no_prefetch  [kernel.kallsyms]   [k] update_process_times
     0.00%  no_prefetch  [kernel.kallsyms]   [k] insert_vmap_area.constprop.0
     0.00%  no_prefetch  [kernel.kallsyms]   [k] page_counter_cancel
     0.00%  no_prefetch  [kernel.kallsyms]   [k] change_pte_range
     0.00%  no_prefetch  libpthread-2.31.so  [.] create_thread
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __run_timers.part.0
     0.00%  no_prefetch  [kernel.kallsyms]   [k] rebalance_domains
     0.00%  no_prefetch  [kernel.kallsyms]   [k] do_user_addr_fault
     0.00%  no_prefetch  [kernel.kallsyms]   [k] gup_pud_range.isra.0
     0.00%  no_prefetch  [kernel.kallsyms]   [k] exit_signals
     0.00%  no_prefetch  libc-2.31.so        [.] _res_hconf_trim_domains
     0.00%  no_prefetch  [kernel.kallsyms]   [k] nohz_balance_exit_idle
     0.00%  no_prefetch  [kernel.kallsyms]   [k] do_numa_page
     0.00%  no_prefetch  [kernel.kallsyms]   [k] try_to_wake_up
     0.00%  no_prefetch  [kernel.kallsyms]   [k] switch_fpu_return
     0.00%  no_prefetch  [kernel.kallsyms]   [k] flush_smp_call_function_queue
     0.00%  no_prefetch  [kernel.kallsyms]   [k] available_idle_cpu
     0.00%  no_prefetch  [kernel.kallsyms]   [k] timerqueue_add
     0.00%  no_prefetch  [kernel.kallsyms]   [k] smp_call_function_interrupt
     0.00%  no_prefetch  [kernel.kallsyms]   [k] cgroup_rstat_updated
     0.00%  no_prefetch  [kernel.kallsyms]   [k] vma_interval_tree_remove
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __bitmap_and
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __x86_indirect_thunk_rax
     0.00%  no_prefetch  libgcc_s.so.1       [.] _Unwind_Find_FDE
     0.00%  no_prefetch  [kernel.kallsyms]   [k] timekeeping_advance
     0.00%  no_prefetch  [kernel.kallsyms]   [k] kernel_poison_pages
     0.00%  no_prefetch  [kernel.kallsyms]   [k] entry_SYSCALL_64
     0.00%  no_prefetch  [kernel.kallsyms]   [k] enter_lazy_tlb
     0.00%  no_prefetch  [kernel.kallsyms]   [k] do_exit
     0.00%  no_prefetch  [kernel.kallsyms]   [k] _raw_spin_trylock
     0.00%  no_prefetch  [kernel.kallsyms]   [k] tlb_gather_mmu
     0.00%  no_prefetch  [kernel.kallsyms]   [k] futex_wake
     0.00%  no_prefetch  [kernel.kallsyms]   [k] update_rt_rq_load_avg
     0.00%  no_prefetch  [kernel.kallsyms]   [k] do_futex
     0.00%  no_prefetch  libpthread-2.31.so  [.] __pthread_mutex_lock
     0.00%  no_prefetch  [kernel.kallsyms]   [k] lru_add_drain_cpu
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __get_user_8
     0.00%  no_prefetch  [kernel.kallsyms]   [k] clockevents_program_event
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __next_timer_interrupt
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __alloc_file
     0.00%  no_prefetch  [kernel.kallsyms]   [k] unmap_page_range
     0.00%  no_prefetch  [kernel.kallsyms]   [k] activate_task
     0.00%  no_prefetch  ld-2.31.so          [.] strcmp
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __default_send_IPI_dest_field
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __update_load_avg_blocked_se
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __note_gp_changes
     0.00%  no_prefetch  [kernel.kallsyms]   [k] update_cfs_rq_h_load
     0.00%  no_prefetch  [kernel.kallsyms]   [k] get_user_pages_fast
     0.00%  no_prefetch  [kernel.kallsyms]   [k] native_sched_clock
     0.00%  no_prefetch  [kernel.kallsyms]   [k] taskstats_exit
     0.00%  no_prefetch  [kernel.kallsyms]   [k] blocking_notifier_call_chain
     0.00%  no_prefetch  [kernel.kallsyms]   [k] intel_pmu_disable_all
     0.00%  no_prefetch  libc-2.31.so        [.] __strcpy_ssse3
     0.00%  no_prefetch  [kernel.kallsyms]   [k] account_entity_dequeue
     0.00%  no_prefetch  [kernel.kallsyms]   [k] cpumask_next
     0.00%  no_prefetch  [kernel.kallsyms]   [k] perf_event_mmap
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __hrtimer_next_event_base
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __free_pages_ok
     0.00%  no_prefetch  libc-2.31.so        [.] getttyname_r
     0.00%  no_prefetch  [kernel.kallsyms]   [k] get_futex_key_refs.isra.0
     0.00%  no_prefetch  [kernel.kallsyms]   [k] task_numa_placement
     0.00%  no_prefetch  ld-2.31.so          [.] do_lookup_x
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __kmalloc_node
     0.00%  no_prefetch  [kernel.kallsyms]   [k] get_vma_policy.part.0
     0.00%  no_prefetch  [kernel.kallsyms]   [k] errseq_sample
     0.00%  no_prefetch  [kernel.kallsyms]   [k] mpol_misplaced
     0.00%  no_prefetch  [kernel.kallsyms]   [k] blk_flush_plug_list
     0.00%  no_prefetch  [kernel.kallsyms]   [k] flush_tlb_func_common.constprop.0
     0.00%  no_prefetch  [kernel.kallsyms]   [k] perf_pmu_disable.part.0
     0.00%  no_prefetch  [kernel.kallsyms]   [k] mmap_region
     0.00%  no_prefetch  [kernel.kallsyms]   [k] select_task_rq_fair
     0.00%  no_prefetch  [kernel.kallsyms]   [k] rcu_advance_cbs
     0.00%  no_prefetch  [kernel.kallsyms]   [k] run_rebalance_domains
     0.00%  no_prefetch  [kernel.kallsyms]   [k] update_fast_timekeeper
     0.00%  no_prefetch  [kernel.kallsyms]   [k] acct_account_cputime
     0.00%  no_prefetch  [kernel.kallsyms]   [k] update_dl_rq_load_avg
     0.00%  no_prefetch  [kernel.kallsyms]   [k] find_first_bit
     0.00%  no_prefetch  [kernel.kallsyms]   [k] llist_reverse_order
     0.00%  no_prefetch  [kernel.kallsyms]   [k] kick_ilb
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __radix_tree_lookup
     0.00%  no_prefetch  libgcc_s.so.1       [.] 0x0000000000003510
     0.00%  no_prefetch  [kernel.kallsyms]   [k] rcu_report_qs_rnp
     0.00%  no_prefetch  [kernel.kallsyms]   [k] rcu_core_si
     0.00%  no_prefetch  [kernel.kallsyms]   [k] idle_cpu
     0.00%  no_prefetch  [kernel.kallsyms]   [k] finish_task_switch
     0.00%  no_prefetch  [kernel.kallsyms]   [k] rb_erase
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __x64_sys_set_robust_list
     0.00%  no_prefetch  libgcc_s.so.1       [.] _Unwind_Backtrace
     0.00%  no_prefetch  [kernel.kallsyms]   [k] perf_pending_event
     0.00%  no_prefetch  [kernel.kallsyms]   [k] cpumask_next_and
     0.00%  no_prefetch  [kernel.kallsyms]   [k] pick_next_task_fair
     0.00%  perf         [kernel.kallsyms]   [k] perf_event_addr_filters_exec
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __mmdrop
     0.00%  no_prefetch  [kernel.kallsyms]   [k] psi_task_change
     0.00%  no_prefetch  [kernel.kallsyms]   [k] flush_signal_handlers
     0.00%  no_prefetch  [kernel.kallsyms]   [k] futex_wait_queue_me
     0.00%  no_prefetch  [kernel.kallsyms]   [k] rcu_qs
     0.00%  no_prefetch  [kernel.kallsyms]   [k] schedule
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __memcg_kmem_uncharge
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __queue_work
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __enqueue_entity
     0.00%  no_prefetch  ld-2.31.so          [.] _dl_lookup_symbol_x
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __cgroup_account_cputime
     0.00%  no_prefetch  [kernel.kallsyms]   [k] syscall_return_slowpath
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __perf_event_task_sched_in
     0.00%  no_prefetch  [kernel.kallsyms]   [k] pgd_free
     0.00%  no_prefetch  [kernel.kallsyms]   [k] exit_to_usermode_loop
     0.00%  no_prefetch  [kernel.kallsyms]   [k] calculate_sigpending
     0.00%  no_prefetch  [kernel.kallsyms]   [k] recalc_sigpending
     0.00%  no_prefetch  [kernel.kallsyms]   [k] recalc_sigpending_tsk
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __free_pages
     0.00%  no_prefetch  [kernel.kallsyms]   [k] free_pages.part.0
     0.00%  no_prefetch  [kernel.kallsyms]   [k] schedule_tail
     0.00%  no_prefetch  [kernel.kallsyms]   [k] __schedule
     0.00%  perf         [kernel.kallsyms]   [k] perf_iterate_ctx


#
# (Cannot load tips.txt file, please install perf!)
#
